ID,Designation,Object classes,Description,Category,Field type,Unit group,Index,R/O,API define
16020,Creator,Symbol,Creator of the symbol.,Revision,Monolingual text,Not defined,No,No,SYMB_CREATOR
16021,Creation date,Symbol,Creation date of the symbol. The time is output in the local time of the user in accordance with the set time zone.,Revision,Time / Date,Not defined,No,No,SYMB_CREATIONDATE
16022,Last editor: Sign-in name,Symbol,User code of the last person to edit the symbol.,Revision,Monolingual text,Not defined,No,No,SYMB_LASTMODIFICATOR
16023,Modification date (automatic),Symbol,Date of last changes to the symbol. The time is output in the local time of the user in accordance with the set time zone.,Revision,Time / Date,Not defined,No,No,SYMB_LASTAUTOMODIFICATIONDATE
16024,Modification note,Symbol,Modification note for changes to a symbol.,Revision,Multilingual text,Not defined,No,No,SYMB_MODIFICATIONCOMMENT
16025,Modification date (manual),Symbol,Manually entered change date of the symbol.,Revision,Monolingual text,Not defined,No,No,SYMB_LASTMANUMODIFICATIONDATE
16026,Version,Symbol,Manually defined version number of the symbol.,Revision,Monolingual text,Not defined,No,No,SYMB_VERSION
