ID,Designation,Object classes,Description,Category,Field type,Unit group,Index,R/O,API define
18000,"Name (form, plot frame, outline, form (copper))",Form (base object),"Name of the form, plot frame, outline or form.",Data,Monolingual text,Not defined,No,No,FORMBASE_NAME
18011,"Description (form, plot frame, outline, form (copper))",Form (base object),"Description of the form, plot frame, outline or form.",Data,Multilingual text,Not defined,No,No,FORMBASE_DESC
18021,Company code,Form (base object),"Short designation of the company who has generated this form, plot frame or outline.",Data,Monolingual text,Not defined,No,No,FORMBASE_COMPANY
18041,Supplementary field,Form (base object),Max. 99 supplementary fields for the form / plot frame that can be specified using the index.,Data,Multilingual text,Not defined,"Yes, 99",No,FORMBASE_ADDITION
