ID,Designation,Object classes,Description,Category,Field type,Unit group,Index,R/O,API define
14100,Outline type / form type,Outline definition,"Defines the type of the outline or of the form. Possible values: Outline extrusion, Outline NC record generation, Form (copper).",Data,Monolingual text,Not defined,No,Yes,CONTOURDEFINITION_TYPE
14101,Outline: Variant,Outline definition,,Data,Integer,Not defined,No,No,CONTOURDEFINITION_VARIANT
