ID,Designation,Object classes,Description,Category,Field type,Unit group,Index,R/O,API define
20099,Separator for terminal strip and plug definitions,Function,"Provides the character ""="" as the separator for terminal strip and plug definitions.",Formats,Monolingual text,Not defined,No,Yes,FUNC_DEFINITIONSEPARATOR
20202,Block property: Format,Function,Selects which properties are specified in the relevant block property. Indirect properties cannot be output via block properties. The common index represents associated block and format properties.,Formats,Monolingual text,Not defined,"Yes, 100",No,FUNC_BLOCK_FORMAT
20205,Format of displayed DT,Function,,Formats,Monolingual text,Not defined,No,No,FUNC_DTFORMAT
20206,Format of full DT,Function,,Formats,Monolingual text,Not defined,No,No,FUNC_FULLDTFORMAT
20545,"Block property: Format (function text, automatic)",Function,"Format for combining an automatic function text. The display of this function text defined by using the block property in the graphical editor is carried out via the placed property Function text (automatic). If a manual function text was entered at a function additionally, the Function text (automatic) property displays this text.",Formats,Monolingual text,Not defined,No,No,FUNC_BLOCKFORMAT_FUNCTIONTEXT
