ID,Designation,Object classes,Description,Category,Field type,Unit group,Index,R/O,API define
13099,Number of messages,Form,Total of all messages during the data transfer of forms.,Messages,Integer,Not defined,No,No,FORM_ERRORCOUNT
13100,Error: Graphic,Form,"Indicates whether a problem occurred with any graphics during the data transfer of forms. Max. of 1,024 are recorded.",Messages,Monolingual text,Not defined,"Yes, 1024",No,FORM_GRAPHICERROR
13101,Error: Property placement,Form,"Indicates whether a problem occurred with any placed properties during the data transfer of forms. Max. of 1,024 are recorded.",Messages,Monolingual text,Not defined,"Yes, 1024",No,FORM_PLACEDPROPERROR
13200,Error (import),Form,"Indicates whether a problem occurred during the data transfer of forms. Max. of 1,024 are recorded.",Messages,Monolingual text,Not defined,"Yes, 1024",No,FORM_IMPORTERROR
