ID,Designation,Object classes,Description,Category,Field type,Unit group,Index,R/O,API define
10310,Thermal design: Voltage,Project,Voltage for calculating the power dissipation.,Thermal design,Integer,Not defined,No,No,PROJECT_POWERDISSIPATION_VOLTAGE
10311,Thermal design: Frequency,Project,Frequency for calculating the power dissipation.,Thermal design,Integer,Not defined,No,No,PROJECT_POWERDISSIPATION_FREQUENCY
10312,Thermal design: Simultaneity factor,Project,Simultaneity factor for calculating the power dissipation. The simultaneity factor is an estimated value that takes into consideration the fact all the devices are never switched on simultaneously at full power in a plant.,Thermal design,Decimal number,Not defined,No,No,PROJECT_POWERDISSIPATION_SIMULTANEITYFACTOR
10313,Thermal design: Total power dissipation for air-conditioning field,Project,"Total power dissipation for air-conditioning fields, contains the calculation of the power dissipation.",Thermal design,Monolingual text,Not defined,"Yes, 100",No,PROJECT_POWERDISSIPATION_POWER_OF_ZONE
