ID,Designation,Object classes,Description,Category,Field type,Unit group,Index,R/O,API define
20030,Terminal / Pin designation,Function,Designation of a terminal or pin. This property can only be placed separately and cannot be docked to other placed properties on the display tab of the property dialog.,Devices,Monolingual text,Not defined,No,No,FUNC_PINORTERMINALNUMBER
20032,Additional identifying name element,Function,"This contains the terminal designation for terminals, the pin designation for pins, and the connection point designation for connection points.",Devices,Monolingual text,Not defined,No,Yes,FUNC_ADDITIONALIDENTIFYINGNAMEPART
20036,Connection point designation (with displayed DT),Function,"Provides the entered designation for connection points. This consists of the combination of a ""normal"" DT and connection point designation for ""normal"" connection points, separated by a colon (or a character that can be freely defined).",Devices,Monolingual text,Not defined,No,Yes,FUNC_GEDNAMEWITHCONNECTIONDESIGNATION
20037,PLC address (with displayed DT),Function,"Provides the entered designation for PLC connection points. This consists of the combination of a ""normal DT"" and PLC address, separated by a colon (or a character that can be freely defined).",Devices,Monolingual text,Not defined,No,Yes,FUNC_GEDNAMEWITHPLCADRESS
20225,Terminal / pin description,Function,Description of a terminal or pin. This property can only be placed separately and cannot be docked to other placed properties on the display tab of the property dialog.,Devices,Monolingual text,Not defined,No,No,FUNC_PINORTERMINALDESCRIPTION
20342,Name (complete with connection point designations),Function,"Outputs the full name and behind it, separated by a colon, all the connection point designations, for example ""=EB3+ET1-X0:L1"".",Devices,Monolingual text,Not defined,No,Yes,FUNC_FULLNAME_WITH_CONNECTIONDESIGNATIONS
